configuration,strides,dilations,input_batch,input_width,input_height,input_channel,kernel_width,kernel_height,kernel_input_channels,kernel_output_channels,output_batch,output_width,output_height,output_channel,unroll_full,unroll_factor,actual_input_batch,actual_input_width,actual_input_height,actual_input_channel,actual_kernel_width,actual_kernel_height,actual_kernel_input_channels,actual_kernel_output_channels,actual_output_batch,actual_output_width,actual_output_height,actual_output_channel,number_of_tiles,simulation_cycles,total_power,area,runtime_in_s,gflops,gflops_per_watt,energy_consumed,flop_count
resnet18_unroll_conv2d_17_unroll_3_factor_0,1,1,1,9,9,512,3,3,512,512,1,7,7,512,3,0,1,9,9,32,3,3,32,1,1,7,7,1,8192.0,359768064.0,0.063,510503.0,3.597681,0.064267,1.020111,0.226653903,231211008
resnet18_unroll_conv2d_18_unroll_0_factor_0,2,1,1,14,14,256,1,1,256,512,1,7,7,512,0,0,1,14,14,32,1,1,32,1,1,7,7,1,4096.0,32751616.0,0.00427,37453.0,0.327516,0.03922,9.185012,0.00139849332,12845056
resnet18_unroll_conv2d_18_unroll_1_factor_4,2,1,1,14,14,256,1,1,256,512,1,7,7,512,1,4,1,14,14,32,1,1,32,1,1,7,7,1,4096.0,20066304.0,0.00889,67937.0,0.200663,0.064013,7.200562,0.00178389407,12845056
resnet18_unroll_conv2d_18_unroll_1_factor_8,2,1,1,14,14,256,1,1,256,512,1,7,7,512,1,8,1,14,14,32,1,1,32,1,1,7,7,1,4096.0,20066304.0,0.00905,68951.0,0.200663,0.064013,7.07326,0.00181600015,12845056
resnet18_unroll_conv2d_18_unroll_1_factor_16,2,1,1,14,14,256,1,1,256,512,1,7,7,512,1,16,1,14,14,32,1,1,32,1,1,7,7,1,4096.0,20066304.0,0.00869,68224.0,0.200663,0.064013,7.366283,0.00174376147,12845056
resnet18_unroll_conv2d_18_unroll_1_factor_0,2,1,1,14,14,256,1,1,256,512,1,7,7,512,1,0,1,14,14,32,1,1,32,1,1,7,7,1,4096.0,20066304.0,0.00861,68448.0,0.200663,0.064013,7.434727,0.00172770843,12845056
resnet18_unroll_conv2d_18_unroll_2_factor_0,2,1,1,14,14,256,1,1,256,512,1,7,7,512,2,0,1,14,14,32,1,1,32,1,1,7,7,1,4096.0,20066304.0,0.00862,67966.0,0.200663,0.064013,7.426102,0.00172971506,12845056
resnet18_unroll_conv2d_18_unroll_3_factor_0,2,1,1,14,14,256,1,1,256,512,1,7,7,512,3,0,1,14,14,32,1,1,32,1,1,7,7,1,4096.0,20066304.0,0.00892,69362.0,0.200663,0.064013,7.176345,0.00178991396,12845056
resnet18_unroll_conv2d_19_unroll_0_factor_0,1,1,1,9,9,512,3,3,512,512,1,7,7,512,0,0,1,9,9,32,3,3,32,1,1,7,7,1,8192.0,580108288.0,0.00522,44592.0,5.801083,0.039857,7.635441,0.03028165326,231211008
resnet18_unroll_conv2d_19_unroll_1_factor_4,1,1,1,9,9,512,3,3,512,512,1,7,7,512,1,4,1,9,9,32,3,3,32,1,1,7,7,1,8192.0,466509824.0,0.00441,38588.0,4.665098,0.049562,11.238549,0.02057308218,231211008
resnet18_unroll_conv2d_19_unroll_1_factor_8,1,1,1,9,9,512,3,3,512,512,1,7,7,512,1,8,1,9,9,32,3,3,32,1,1,7,7,1,8192.0,473792512.0,0.0036,28713.0,4.737925,0.0488,13.555556,0.01705653,231211008
resnet18_unroll_conv2d_19_unroll_1_factor_16,1,1,1,9,9,512,3,3,512,512,1,7,7,512,1,16,1,9,9,32,3,3,32,1,1,7,7,1,8192.0,473792512.0,0.00445,38745.0,4.737925,0.0488,10.966292,0.02108376625,231211008
resnet18_unroll_conv2d_19_unroll_1_factor_0,1,1,1,9,9,512,3,3,512,512,1,7,7,512,1,0,1,9,9,32,3,3,32,1,1,7,7,1,8192.0,466567168.0,0.00814,64361.0,4.665672,0.049556,6.087961,0.03797857008,231211008
resnet18_unroll_conv2d_19_unroll_2_factor_0,1,1,1,9,9,512,3,3,512,512,1,7,7,512,2,0,1,9,9,32,3,3,32,1,1,7,7,1,8192.0,464158720.0,0.0234,175297.0,4.641587,0.049813,2.128761,0.1086131358,231211008
resnet18_unroll_conv2d_19_unroll_3_factor_0,1,1,1,9,9,512,3,3,512,512,1,7,7,512,3,0,1,9,9,32,3,3,32,1,1,7,7,1,8192.0,359768064.0,0.0637,505220.0,3.597681,0.064267,1.008901,0.2291722797,231211008
resnet18_unroll_conv2d_20_unroll_0_factor_0,1,1,1,9,9,512,3,3,512,512,1,7,7,512,0,0,1,9,9,32,3,3,32,1,1,7,7,1,8192.0,580108288.0,0.00523,44582.0,5.801083,0.039857,7.620841,0.03033966409,231211008
resnet18_unroll_conv2d_20_unroll_1_factor_4,1,1,1,9,9,512,3,3,512,512,1,7,7,512,1,4,1,9,9,32,3,3,32,1,1,7,7,1,8192.0,466509824.0,0.00431,38401.0,4.665098,0.049562,11.499304,0.02010657238,231211008
resnet18_unroll_conv2d_20_unroll_1_factor_8,1,1,1,9,9,512,3,3,512,512,1,7,7,512,1,8,1,9,9,32,3,3,32,1,1,7,7,1,8192.0,473792512.0,0.0036,28521.0,4.737925,0.0488,13.555556,0.01705653,231211008
resnet18_unroll_conv2d_20_unroll_1_factor_16,1,1,1,9,9,512,3,3,512,512,1,7,7,512,1,16,1,9,9,32,3,3,32,1,1,7,7,1,8192.0,473792512.0,0.00448,39115.0,4.737925,0.0488,10.892857,0.021225904,231211008
resnet18_unroll_conv2d_20_unroll_1_factor_0,1,1,1,9,9,512,3,3,512,512,1,7,7,512,1,0,1,9,9,32,3,3,32,1,1,7,7,1,8192.0,466567168.0,0.00725,64477.0,4.665672,0.049556,6.83531,0.033826122,231211008
resnet18_unroll_conv2d_20_unroll_2_factor_0,1,1,1,9,9,512,3,3,512,512,1,7,7,512,2,0,1,9,9,32,3,3,32,1,1,7,7,1,8192.0,464158720.0,0.0235,175521.0,4.641587,0.049813,2.119702,0.1090772945,231211008
resnet18_unroll_conv2d_20_unroll_3_factor_0,1,1,1,9,9,512,3,3,512,512,1,7,7,512,3,0,1,9,9,32,3,3,32,1,1,7,7,1,8192.0,359768064.0,0.0624,506346.0,3.597681,0.064267,1.02992,0.2244952944,231211008
