configuration,strides,dilations,input_batch,input_width,input_height,input_channel,kernel_width,kernel_height,kernel_input_channels,kernel_output_channels,output_batch,output_width,output_height,output_channel,tiled_output_batch,tiled_output_width,tiled_output_height,tiled_output_channel,tiled_kernel_width,tiled_kernel_height,tiled_input_channel,actual_input_batch,actual_input_width,actual_input_height,actual_input_channel,actual_kernel_width,actual_kernel_height,actual_kernel_input_channels,actual_kernel_output_channels,actual_output_batch,actual_output_width,actual_output_height,actual_output_channel,number_of_tiles,simulation_cycles,total_power,area,runtime_in_s,gflops,gflops_per_watt,energy_consumed,flop_count
vgg16_tile_conv2d_5_156561334,1,1,1,58,58,128,3,3,128,256,1,56,56,256,1,56,56,1,3,3,4,1,58,58,8,3,3,8,1,1,56,56,1,4096.0,4142624768.0,0.011,96677.0,41.426248,0.04465,4.059091,0.455688728,1849688064
vgg16_tile_conv2d_6_0000000,1,1,1,58,58,256,3,3,256,256,1,56,56,256,0,0,0,0,0,0,0,1,58,58,8,3,3,8,1,1,56,56,1,8192.0,8181538816.0,0.013,114156.0,81.815388,0.045216,3.478154,1.063600044,3699376128
vgg16_tile_conv2d_6_1441334,1,1,1,58,58,256,3,3,256,256,1,56,56,256,1,4,4,1,3,3,4,1,58,58,8,3,3,8,1,1,56,56,1,8192.0,8318935040.0,0.0114,100129.0,83.18935,0.044469,3.900789,0.94835859,3699376128
vgg16_tile_conv2d_6_1441338,1,1,1,58,58,256,3,3,256,256,1,56,56,256,1,4,4,1,3,3,8,1,58,58,8,3,3,8,1,1,56,56,1,8192.0,8196907008.0,0.0133,115857.0,81.96907,0.045131,3.393308,1.090188631,3699376128
vgg16_tile_conv2d_6_1881334,1,1,1,58,58,256,3,3,256,256,1,56,56,256,1,8,8,1,3,3,4,1,58,58,8,3,3,8,1,1,56,56,1,8192.0,8298749952.0,0.0115,100179.0,82.9875,0.044578,3.876348,0.95435625,3699376128
vgg16_tile_conv2d_6_1881338,1,1,1,58,58,256,3,3,256,256,1,56,56,256,1,8,8,1,3,3,8,1,58,58,8,3,3,8,1,1,56,56,1,8192.0,8187961344.0,0.0134,116522.0,81.879613,0.045181,3.371716,1.0971868142,3699376128
vgg16_tile_conv2d_6_116161334,1,1,1,58,58,256,3,3,256,256,1,56,56,256,1,16,16,1,3,3,4,1,58,58,8,3,3,8,1,1,56,56,1,8192.0,8290017280.0,0.0114,101686.0,82.900173,0.044624,3.914386,0.9450619722,3699376128
vgg16_tile_conv2d_6_116161338,1,1,1,58,58,256,3,3,256,256,1,56,56,256,1,16,16,1,3,3,8,1,58,58,8,3,3,8,1,1,56,56,1,8192.0,8183193600.0,0.0136,118263.0,81.831936,0.045207,3.324044,1.1129143296,3699376128
vgg16_tile_conv2d_6_132321334,1,1,1,58,58,256,3,3,256,256,1,56,56,256,1,32,32,1,3,3,4,1,58,58,8,3,3,8,1,1,56,56,1,8192.0,8287281152.0,0.0109,96688.0,82.872812,0.044639,4.095321,0.9033136508,3699376128
vgg16_tile_conv2d_6_132321338,1,1,1,58,58,256,3,3,256,256,1,56,56,256,1,32,32,1,3,3,8,1,58,58,8,3,3,8,1,1,56,56,1,8192.0,8182554624.0,0.0129,113791.0,81.825546,0.045211,3.504729,1.0555495434,3699376128
vgg16_tile_conv2d_6_156561334,1,1,1,58,58,256,3,3,256,256,1,56,56,256,1,56,56,1,3,3,4,1,58,58,8,3,3,8,1,1,56,56,1,8192.0,8285249536.0,0.0109,96683.0,82.852495,0.04465,4.09633,0.9030921955,3699376128
vgg16_tile_conv2d_7_0000000,1,1,1,58,58,256,3,3,256,256,1,56,56,256,0,0,0,0,0,0,0,1,58,58,8,3,3,8,1,1,56,56,1,8192.0,8181538816.0,0.0132,114875.0,81.815388,0.045216,3.425455,1.0799631216,3699376128
vgg16_tile_conv2d_7_1441334,1,1,1,58,58,256,3,3,256,256,1,56,56,256,1,4,4,1,3,3,4,1,58,58,8,3,3,8,1,1,56,56,1,8192.0,8318935040.0,0.0112,99634.0,83.18935,0.044469,3.970446,0.93172072,3699376128
vgg16_tile_conv2d_7_1441338,1,1,1,58,58,256,3,3,256,256,1,56,56,256,1,4,4,1,3,3,8,1,58,58,8,3,3,8,1,1,56,56,1,8192.0,8196907008.0,0.0134,117163.0,81.96907,0.045131,3.367985,1.098385538,3699376128
vgg16_tile_conv2d_7_1881334,1,1,1,58,58,256,3,3,256,256,1,56,56,256,1,8,8,1,3,3,4,1,58,58,8,3,3,8,1,1,56,56,1,8192.0,8298749952.0,0.0112,99579.0,82.9875,0.044578,3.980179,0.92946,3699376128
vgg16_tile_conv2d_7_1881338,1,1,1,58,58,256,3,3,256,256,1,56,56,256,1,8,8,1,3,3,8,1,58,58,8,3,3,8,1,1,56,56,1,8192.0,8187961344.0,0.0134,117425.0,81.879613,0.045181,3.371716,1.0971868142,3699376128
vgg16_tile_conv2d_7_116161334,1,1,1,58,58,256,3,3,256,256,1,56,56,256,1,16,16,1,3,3,4,1,58,58,8,3,3,8,1,1,56,56,1,8192.0,8290017280.0,0.0115,101765.0,82.900173,0.044624,3.880348,0.9533519895,3699376128
vgg16_tile_conv2d_7_116161338,1,1,1,58,58,256,3,3,256,256,1,56,56,256,1,16,16,1,3,3,8,1,58,58,8,3,3,8,1,1,56,56,1,8192.0,8183193600.0,0.0136,118221.0,81.831936,0.045207,3.324044,1.1129143296,3699376128
vgg16_tile_conv2d_7_132321334,1,1,1,58,58,256,3,3,256,256,1,56,56,256,1,32,32,1,3,3,4,1,58,58,8,3,3,8,1,1,56,56,1,8192.0,8287281152.0,0.011,97110.0,82.872812,0.044639,4.058091,0.911600932,3699376128
vgg16_tile_conv2d_7_132321338,1,1,1,58,58,256,3,3,256,256,1,56,56,256,1,32,32,1,3,3,8,1,58,58,8,3,3,8,1,1,56,56,1,8192.0,8182554624.0,0.0129,113591.0,81.825546,0.045211,3.504729,1.0555495434,3699376128
vgg16_tile_conv2d_7_156561334,1,1,1,58,58,256,3,3,256,256,1,56,56,256,1,56,56,1,3,3,4,1,58,58,8,3,3,8,1,1,56,56,1,8192.0,8285249536.0,0.0111,97258.0,82.852495,0.04465,4.022523,0.9196626945,3699376128
vgg16_tile_conv2d_8_0000000,1,1,1,30,30,256,3,3,256,512,1,28,28,512,0,0,0,0,0,0,0,1,30,30,32,3,3,32,1,1,28,28,1,4096.0,5134077952.0,0.0215,173915.0,51.34078,0.036028,1.675721,1.10382677,1849688064
vgg16_tile_conv2d_8_1441334,1,1,1,30,30,256,3,3,256,512,1,28,28,512,1,4,4,1,3,3,4,1,30,30,32,3,3,32,1,1,28,28,1,4096.0,4316147712.0,0.0197,171019.0,43.161477,0.042855,2.175381,0.8502810969,1849688064
vgg16_tile_conv2d_8_1441338,1,1,1,30,30,256,3,3,256,512,1,28,28,512,1,4,4,1,3,3,8,1,30,30,32,3,3,32,1,1,28,28,1,4096.0,4256739328.0,0.0234,188239.0,42.567393,0.043453,1.856966,0.9960769962,1849688064
vgg16_tile_conv2d_8_14413316,1,1,1,30,30,256,3,3,256,512,1,28,28,512,1,4,4,1,3,3,16,1,30,30,32,3,3,32,1,1,28,28,1,4096.0,4265570304.0,0.0205,174913.0,42.655703,0.043363,2.115268,0.8744419115,1849688064
vgg16_tile_conv2d_8_14413332,1,1,1,30,30,256,3,3,256,512,1,28,28,512,1,4,4,1,3,3,32,1,30,30,32,3,3,32,1,1,28,28,1,4096.0,5135798272.0,0.0216,176531.0,51.357983,0.036016,1.667407,1.1093324328,1849688064
vgg16_tile_conv2d_8_1881334,1,1,1,30,30,256,3,3,256,512,1,28,28,512,1,8,8,1,3,3,4,1,30,30,32,3,3,32,1,1,28,28,1,4096.0,4304293888.0,0.0195,171537.0,43.042939,0.042973,2.203744,0.8393373105,1849688064
vgg16_tile_conv2d_8_1881338,1,1,1,30,30,256,3,3,256,512,1,28,28,512,1,8,8,1,3,3,8,1,30,30,32,3,3,32,1,1,28,28,1,4096.0,4248719360.0,0.0214,188528.0,42.487194,0.043535,2.034346,0.9092259516,1849688064
vgg16_tile_conv2d_8_18813316,1,1,1,30,30,256,3,3,256,512,1,28,28,512,1,8,8,1,3,3,16,1,30,30,32,3,3,32,1,1,28,28,1,4096.0,4240199680.0,0.0212,174695.0,42.401997,0.043623,2.057689,0.8989223364,1849688064
vgg16_tile_conv2d_8_18813332,1,1,1,30,30,256,3,3,256,512,1,28,28,512,1,8,8,1,3,3,32,1,30,30,32,3,3,32,1,1,28,28,1,4096.0,5135486976.0,0.0215,176385.0,51.35487,0.036018,1.675256,1.104129705,1849688064
vgg16_tile_conv2d_8_116161334,1,1,1,30,30,256,3,3,256,512,1,28,28,512,1,16,16,1,3,3,4,1,30,30,32,3,3,32,1,1,28,28,1,4096.0,4303613952.0,0.0193,167057.0,43.03614,0.04298,2.226943,0.830597502,1849688064
vgg16_tile_conv2d_8_116161338,1,1,1,30,30,256,3,3,256,512,1,28,28,512,1,16,16,1,3,3,8,1,30,30,32,3,3,32,1,1,28,28,1,4096.0,4250267648.0,0.0208,183445.0,42.502676,0.043519,2.09226,0.8840556608,1849688064
vgg16_tile_conv2d_8_1161613316,1,1,1,30,30,256,3,3,256,512,1,28,28,512,1,16,16,1,3,3,16,1,30,30,32,3,3,32,1,1,28,28,1,4096.0,4262129664.0,0.0198,170827.0,42.621297,0.043398,2.191818,0.8439016806,1849688064
vgg16_tile_conv2d_8_1161613332,1,1,1,30,30,256,3,3,256,512,1,28,28,512,1,16,16,1,3,3,32,1,30,30,32,3,3,32,1,1,28,28,1,4096.0,5134446592.0,0.0213,173777.0,51.344466,0.036025,1.691315,1.0936371258,1849688064
vgg16_tile_conv2d_8_128281334,1,1,1,30,30,256,3,3,256,512,1,28,28,512,1,28,28,1,3,3,4,1,30,30,32,3,3,32,1,1,28,28,1,4096.0,4301533184.0,0.019,167384.0,43.015332,0.043001,2.263211,0.817291308,1849688064
vgg16_tile_conv2d_8_128281338,1,1,1,30,30,256,3,3,256,512,1,28,28,512,1,28,28,1,3,3,8,1,30,30,32,3,3,32,1,1,28,28,1,4096.0,4249202688.0,0.0211,183768.0,42.492027,0.04353,2.063033,0.8965817697,1849688064
vgg16_tile_conv2d_8_1282813316,1,1,1,30,30,256,3,3,256,512,1,28,28,512,1,28,28,1,3,3,16,1,30,30,32,3,3,32,1,1,28,28,1,4096.0,4261572608.0,0.0197,171089.0,42.615726,0.043404,2.203249,0.8395298022,1849688064
vgg16_tile_conv2d_9_0000000,1,1,1,30,30,512,3,3,512,512,1,28,28,512,0,0,0,0,0,0,0,1,30,30,32,3,3,32,1,1,28,28,1,8192.0,10268155904.0,0.0216,174822.0,102.681559,0.036028,1.667963,2.2179216744,3699376128
vgg16_tile_conv2d_9_1441334,1,1,1,30,30,512,3,3,512,512,1,28,28,512,1,4,4,1,3,3,4,1,30,30,32,3,3,32,1,1,28,28,1,8192.0,8632295424.0,0.0197,170654.0,86.322954,0.042855,2.175381,1.7005621938,3699376128
vgg16_tile_conv2d_9_1441338,1,1,1,30,30,512,3,3,512,512,1,28,28,512,1,4,4,1,3,3,8,1,30,30,32,3,3,32,1,1,28,28,1,8192.0,8513478656.0,0.0215,187385.0,85.134787,0.043453,2.02107,1.8303979205,3699376128
vgg16_tile_conv2d_9_14413316,1,1,1,30,30,512,3,3,512,512,1,28,28,512,1,4,4,1,3,3,16,1,30,30,32,3,3,32,1,1,28,28,1,8192.0,8531140608.0,0.0203,174428.0,85.311406,0.043363,2.136108,1.7318215418,3699376128
vgg16_tile_conv2d_9_14413332,1,1,1,30,30,512,3,3,512,512,1,28,28,512,1,4,4,1,3,3,32,1,30,30,32,3,3,32,1,1,28,28,1,8192.0,10271596544.0,0.0204,176154.0,102.715965,0.036016,1.76549,2.095405686,3699376128
vgg16_tile_conv2d_9_1881334,1,1,1,30,30,512,3,3,512,512,1,28,28,512,1,8,8,1,3,3,4,1,30,30,32,3,3,32,1,1,28,28,1,8192.0,8608587776.0,0.0211,172353.0,86.085878,0.042973,2.036635,1.8164120258,3699376128
vgg16_tile_conv2d_9_1881338,1,1,1,30,30,512,3,3,512,512,1,28,28,512,1,8,8,1,3,3,8,1,30,30,32,3,3,32,1,1,28,28,1,8192.0,8497438720.0,0.0227,188428.0,84.974387,0.043535,1.917841,1.9289185849,3699376128
vgg16_tile_conv2d_9_18813316,1,1,1,30,30,512,3,3,512,512,1,28,28,512,1,8,8,1,3,3,16,1,30,30,32,3,3,32,1,1,28,28,1,8192.0,8480399360.0,0.0204,175701.0,84.803994,0.043623,2.138382,1.7300014776,3699376128
vgg16_tile_conv2d_9_18813332,1,1,1,30,30,512,3,3,512,512,1,28,28,512,1,8,8,1,3,3,32,1,30,30,32,3,3,32,1,1,28,28,1,8192.0,10270973952.0,0.0204,176997.0,102.70974,0.036018,1.765588,2.095278696,3699376128
vgg16_tile_conv2d_9_116161334,1,1,1,30,30,512,3,3,512,512,1,28,28,512,1,16,16,1,3,3,4,1,30,30,32,3,3,32,1,1,28,28,1,8192.0,8607227904.0,0.0193,167034.0,86.072279,0.04298,2.226943,1.6611949847,3699376128
vgg16_tile_conv2d_9_116161338,1,1,1,30,30,512,3,3,512,512,1,28,28,512,1,16,16,1,3,3,8,1,30,30,32,3,3,32,1,1,28,28,1,8192.0,8500535296.0,0.0212,184183.0,85.005353,0.043519,2.052783,1.8021134836,3699376128
vgg16_tile_conv2d_9_1161613316,1,1,1,30,30,512,3,3,512,512,1,28,28,512,1,16,16,1,3,3,16,1,30,30,32,3,3,32,1,1,28,28,1,8192.0,8524259328.0,0.0199,171627.0,85.242593,0.043398,2.180804,1.6963276007,3699376128
vgg16_tile_conv2d_9_1161613332,1,1,1,30,30,512,3,3,512,512,1,28,28,512,1,16,16,1,3,3,32,1,30,30,32,3,3,32,1,1,28,28,1,8192.0,10268893184.0,0.0202,174190.0,102.688932,0.036025,1.783416,2.0743164264,3699376128
vgg16_tile_conv2d_9_128281334,1,1,1,30,30,512,3,3,512,512,1,28,28,512,1,28,28,1,3,3,4,1,30,30,32,3,3,32,1,1,28,28,1,8192.0,8603066368.0,0.0195,167836.0,86.030664,0.043001,2.205179,1.677597948,3699376128
vgg16_tile_conv2d_9_128281338,1,1,1,30,30,512,3,3,512,512,1,28,28,512,1,28,28,1,3,3,8,1,30,30,32,3,3,32,1,1,28,28,1,8192.0,8498405376.0,0.0207,183189.0,84.984054,0.04353,2.102899,1.7591699178,3699376128
vgg16_tile_conv2d_9_1282813316,1,1,1,30,30,512,3,3,512,512,1,28,28,512,1,28,28,1,3,3,16,1,30,30,32,3,3,32,1,1,28,28,1,8192.0,8523145216.0,0.0201,171848.0,85.231452,0.043404,2.159403,1.7131521852,3699376128
vgg16_tile_conv2d_10_0000000,1,1,1,30,30,512,3,3,512,512,1,28,28,512,0,0,0,0,0,0,0,1,30,30,32,3,3,32,1,1,28,28,1,8192.0,10268155904.0,0.0219,175007.0,102.681559,0.036028,1.645114,2.2487261421,3699376128
vgg16_tile_conv2d_10_1441334,1,1,1,30,30,512,3,3,512,512,1,28,28,512,1,4,4,1,3,3,4,1,30,30,32,3,3,32,1,1,28,28,1,8192.0,8632295424.0,0.0198,171155.0,86.322954,0.042855,2.164394,1.7091944892,3699376128
vgg16_tile_conv2d_10_1441338,1,1,1,30,30,512,3,3,512,512,1,28,28,512,1,4,4,1,3,3,8,1,30,30,32,3,3,32,1,1,28,28,1,8192.0,8513478656.0,0.0236,187080.0,85.134787,0.043453,1.841229,2.0091809732,3699376128
vgg16_tile_conv2d_10_14413316,1,1,1,30,30,512,3,3,512,512,1,28,28,512,1,4,4,1,3,3,16,1,30,30,32,3,3,32,1,1,28,28,1,8192.0,8531140608.0,0.0203,174776.0,85.311406,0.043363,2.136108,1.7318215418,3699376128
