configuration,strides,dilations,input_batch,input_width,input_height,input_channel,kernel_width,kernel_height,kernel_input_channels,kernel_output_channels,output_batch,output_width,output_height,output_channel,permuation_order_1,permuation_order_2,permuation_order_3,permuation_order_4,permuation_order_5,permuation_order_6,permuation_order_7,actual_input_batch,actual_input_width,actual_input_height,actual_input_channel,actual_kernel_width,actual_kernel_height,actual_kernel_input_channels,actual_kernel_output_channels,actual_output_batch,actual_output_width,actual_output_height,actual_output_channel,number_of_tiles,simulation_cycles,total_power,area,runtime_in_s,gflops,gflops_per_watt,energy_consumed,flop_count
vgg16_permute_conv2d_9_0312645,1,1,1,30,30,512,3,3,512,512,1,28,28,512,0,2,3,1,5,6,4,1,30,30,32,3,3,32,1,1,28,28,1,8192.0,8411291648.0,0.0147,128365.0,84.112916,0.043981,2.991905,1.2364598652,3699376128
vgg16_permute_conv2d_9_0321645,1,1,1,30,30,512,3,3,512,512,1,28,28,512,0,3,2,1,5,6,4,1,30,30,32,3,3,32,1,1,28,28,1,8192.0,8411291648.0,0.0146,127594.0,84.112916,0.043981,3.012397,1.2280485736,3699376128
vgg16_permute_conv2d_10_0123645,1,1,1,30,30,512,3,3,512,512,1,28,28,512,0,1,2,3,5,6,4,1,30,30,32,3,3,32,1,1,28,28,1,8192.0,8411291648.0,0.0146,128415.0,84.112916,0.043981,3.012397,1.2280485736,3699376128
vgg16_permute_conv2d_10_0132645,1,1,1,30,30,512,3,3,512,512,1,28,28,512,0,1,3,2,5,6,4,1,30,30,32,3,3,32,1,1,28,28,1,8192.0,8411291648.0,0.0146,127453.0,84.112916,0.043981,3.012397,1.2280485736,3699376128
vgg16_permute_conv2d_10_0213645,1,1,1,30,30,512,3,3,512,512,1,28,28,512,0,2,1,3,5,6,4,1,30,30,32,3,3,32,1,1,28,28,1,8192.0,8411291648.0,0.0158,128012.0,84.112916,0.043981,2.783608,1.3289840728,3699376128
vgg16_permute_conv2d_10_0231645,1,1,1,30,30,512,3,3,512,512,1,28,28,512,0,3,1,2,5,6,4,1,30,30,32,3,3,32,1,1,28,28,1,8192.0,8411291648.0,0.0145,126885.0,84.112916,0.043981,3.033172,1.219637282,3699376128
vgg16_permute_conv2d_10_0312645,1,1,1,30,30,512,3,3,512,512,1,28,28,512,0,2,3,1,5,6,4,1,30,30,32,3,3,32,1,1,28,28,1,8192.0,8411291648.0,0.0147,128759.0,84.112916,0.043981,2.991905,1.2364598652,3699376128
vgg16_permute_conv2d_10_0321645,1,1,1,30,30,512,3,3,512,512,1,28,28,512,0,3,2,1,5,6,4,1,30,30,32,3,3,32,1,1,28,28,1,8192.0,8411291648.0,0.0146,127417.0,84.112916,0.043981,3.012397,1.2280485736,3699376128
vgg16_permute_conv2d_11_0123645,1,1,1,16,16,512,3,3,512,512,1,14,14,512,0,1,2,3,5,6,4,1,16,16,128,3,3,128,1,1,14,14,1,2048.0,2131599360.0,0.0109,98263.0,21.315994,0.043387,3.980459,0.2323443346,924844032
vgg16_permute_conv2d_11_0132645,1,1,1,16,16,512,3,3,512,512,1,14,14,512,0,1,3,2,5,6,4,1,16,16,128,3,3,128,1,1,14,14,1,2048.0,2131599360.0,0.0108,98590.0,21.315994,0.043387,4.017315,0.2302127352,924844032
vgg16_permute_conv2d_11_0213645,1,1,1,16,16,512,3,3,512,512,1,14,14,512,0,2,1,3,5,6,4,1,16,16,128,3,3,128,1,1,14,14,1,2048.0,2131599360.0,0.0108,97730.0,21.315994,0.043387,4.017315,0.2302127352,924844032
vgg16_permute_conv2d_11_0231645,1,1,1,16,16,512,3,3,512,512,1,14,14,512,0,3,1,2,5,6,4,1,16,16,128,3,3,128,1,1,14,14,1,2048.0,2131599360.0,0.0109,98583.0,21.315994,0.043387,3.980459,0.2323443346,924844032
vgg16_permute_conv2d_11_0312645,1,1,1,16,16,512,3,3,512,512,1,14,14,512,0,2,3,1,5,6,4,1,16,16,128,3,3,128,1,1,14,14,1,2048.0,2131599360.0,0.0109,98238.0,21.315994,0.043387,3.980459,0.2323443346,924844032
vgg16_permute_conv2d_11_0321645,1,1,1,16,16,512,3,3,512,512,1,14,14,512,0,3,2,1,5,6,4,1,16,16,128,3,3,128,1,1,14,14,1,2048.0,2131599360.0,0.0114,98272.0,21.315994,0.043387,3.805877,0.2430023316,924844032
vgg16_permute_conv2d_12_0123645,1,1,1,16,16,512,3,3,512,512,1,14,14,512,0,1,2,3,5,6,4,1,16,16,128,3,3,128,1,1,14,14,1,2048.0,2131599360.0,0.0108,97940.0,21.315994,0.043387,4.017315,0.2302127352,924844032
vgg16_permute_conv2d_12_0132645,1,1,1,16,16,512,3,3,512,512,1,14,14,512,0,1,3,2,5,6,4,1,16,16,128,3,3,128,1,1,14,14,1,2048.0,2131599360.0,0.0107,98185.0,21.315994,0.043387,4.05486,0.2280811358,924844032
vgg16_permute_conv2d_12_0213645,1,1,1,16,16,512,3,3,512,512,1,14,14,512,0,2,1,3,5,6,4,1,16,16,128,3,3,128,1,1,14,14,1,2048.0,2131599360.0,0.0109,98615.0,21.315994,0.043387,3.980459,0.2323443346,924844032
vgg16_permute_conv2d_12_0231645,1,1,1,16,16,512,3,3,512,512,1,14,14,512,0,3,1,2,5,6,4,1,16,16,128,3,3,128,1,1,14,14,1,2048.0,2131599360.0,0.0114,98263.0,21.315994,0.043387,3.805877,0.2430023316,924844032
vgg16_permute_conv2d_12_0312645,1,1,1,16,16,512,3,3,512,512,1,14,14,512,0,2,3,1,5,6,4,1,16,16,128,3,3,128,1,1,14,14,1,2048.0,2131599360.0,0.0108,98530.0,21.315994,0.043387,4.017315,0.2302127352,924844032
vgg16_permute_conv2d_12_0321645,1,1,1,16,16,512,3,3,512,512,1,14,14,512,0,3,2,1,5,6,4,1,16,16,128,3,3,128,1,1,14,14,1,2048.0,2131599360.0,0.0107,97652.0,21.315994,0.043387,4.05486,0.2280811358,924844032
vgg16_permute_conv2d_13_0123645,1,1,1,16,16,512,3,3,512,512,1,14,14,512,0,1,2,3,5,6,4,1,16,16,128,3,3,128,1,1,14,14,1,2048.0,2131599360.0,0.011,99176.0,21.315994,0.043387,3.944273,0.234475934,924844032
vgg16_permute_conv2d_13_0132645,1,1,1,16,16,512,3,3,512,512,1,14,14,512,0,1,3,2,5,6,4,1,16,16,128,3,3,128,1,1,14,14,1,2048.0,2131599360.0,0.011,99087.0,21.315994,0.043387,3.944273,0.234475934,924844032
vgg16_permute_conv2d_13_0213645,1,1,1,16,16,512,3,3,512,512,1,14,14,512,0,2,1,3,5,6,4,1,16,16,128,3,3,128,1,1,14,14,1,2048.0,2131599360.0,0.0109,98420.0,21.315994,0.043387,3.980459,0.2323443346,924844032
vgg16_permute_conv2d_13_0231645,1,1,1,16,16,512,3,3,512,512,1,14,14,512,0,3,1,2,5,6,4,1,16,16,128,3,3,128,1,1,14,14,1,2048.0,2131599360.0,0.0107,97742.0,21.315994,0.043387,4.05486,0.2280811358,924844032
vgg16_permute_conv2d_13_0312645,1,1,1,16,16,512,3,3,512,512,1,14,14,512,0,2,3,1,5,6,4,1,16,16,128,3,3,128,1,1,14,14,1,2048.0,2131599360.0,0.0109,98787.0,21.315994,0.043387,3.980459,0.2323443346,924844032
vgg16_permute_conv2d_13_0321645,1,1,1,16,16,512,3,3,512,512,1,14,14,512,0,3,2,1,5,6,4,1,16,16,128,3,3,128,1,1,14,14,1,2048.0,2131599360.0,0.0109,98420.0,21.315994,0.043387,3.980459,0.2323443346,924844032
