configuration,strides,dilations,input_batch,input_width,input_height,input_channel,kernel_width,kernel_height,kernel_input_channels,kernel_output_channels,output_batch,output_width,output_height,output_channel,permuation_order_1,permuation_order_2,permuation_order_3,permuation_order_4,permuation_order_5,permuation_order_6,permuation_order_7,actual_input_batch,actual_input_width,actual_input_height,actual_input_channel,actual_kernel_width,actual_kernel_height,actual_kernel_input_channels,actual_kernel_output_channels,actual_output_batch,actual_output_width,actual_output_height,actual_output_channel,number_of_tiles,simulation_cycles,total_power,area,runtime_in_s,gflops,gflops_per_watt,energy_consumed,flop_count
alexnet_permute_conv2d_1_0564231,4,1,1,227,227,3,11,11,3,96,1,55,55,96,0,6,4,5,3,1,2,1,227,227,1,11,11,1,1,1,55,55,1,288.0,595626624.0,0.00671,57322.0,5.956266,0.035396,5.275112,0.03996654486,210830400
alexnet_permute_conv2d_1_0564312,4,1,1,227,227,3,11,11,3,96,1,55,55,96,0,5,6,4,3,1,2,1,227,227,1,11,11,1,1,1,55,55,1,288.0,595626624.0,0.0065,55190.0,5.956266,0.035396,5.445538,0.038715729,210830400
alexnet_permute_conv2d_1_0564321,4,1,1,227,227,3,11,11,3,96,1,55,55,96,0,6,5,4,3,1,2,1,227,227,1,11,11,1,1,1,55,55,1,288.0,595626624.0,0.00654,57297.0,5.956266,0.035396,5.412232,0.03895397964,210830400
alexnet_permute_conv2d_1_0645123,4,1,1,227,227,3,11,11,3,96,1,55,55,96,0,4,5,6,2,3,1,1,227,227,1,11,11,1,1,1,55,55,1,288.0,595626624.0,0.00655,55456.0,5.956266,0.035396,5.403969,0.0390135423,210830400
alexnet_permute_conv2d_1_0645132,4,1,1,227,227,3,11,11,3,96,1,55,55,96,0,4,6,5,2,3,1,1,227,227,1,11,11,1,1,1,55,55,1,288.0,595626624.0,0.00656,55387.0,5.956266,0.035396,5.395732,0.03907310496,210830400
alexnet_permute_conv2d_1_0645213,4,1,1,227,227,3,11,11,3,96,1,55,55,96,0,5,4,6,2,3,1,1,227,227,1,11,11,1,1,1,55,55,1,288.0,595626624.0,0.0066,56799.0,5.956266,0.035396,5.36303,0.0393113556,210830400
alexnet_permute_conv2d_1_0645231,4,1,1,227,227,3,11,11,3,96,1,55,55,96,0,6,4,5,2,3,1,1,227,227,1,11,11,1,1,1,55,55,1,288.0,595626624.0,0.0066,56819.0,5.956266,0.035396,5.36303,0.0393113556,210830400
alexnet_permute_conv2d_1_0645312,4,1,1,227,227,3,11,11,3,96,1,55,55,96,0,5,6,4,2,3,1,1,227,227,1,11,11,1,1,1,55,55,1,288.0,595626624.0,0.00655,55454.0,5.956266,0.035396,5.403969,0.0390135423,210830400
alexnet_permute_conv2d_1_0645321,4,1,1,227,227,3,11,11,3,96,1,55,55,96,0,6,5,4,2,3,1,1,227,227,1,11,11,1,1,1,55,55,1,288.0,595626624.0,0.0063,56231.0,5.956266,0.035396,5.618413,0.0375244758,210830400
alexnet_permute_conv2d_1_0654123,4,1,1,227,227,3,11,11,3,96,1,55,55,96,0,4,5,6,3,2,1,1,227,227,1,11,11,1,1,1,55,55,1,288.0,595626624.0,0.00651,55243.0,5.956266,0.035396,5.437174,0.03877529166,210830400
alexnet_permute_conv2d_1_0654132,4,1,1,227,227,3,11,11,3,96,1,55,55,96,0,4,6,5,3,2,1,1,227,227,1,11,11,1,1,1,55,55,1,288.0,595626624.0,0.0065,55176.0,5.956266,0.035396,5.445538,0.038715729,210830400
alexnet_permute_conv2d_1_0654213,4,1,1,227,227,3,11,11,3,96,1,55,55,96,0,5,4,6,3,2,1,1,227,227,1,11,11,1,1,1,55,55,1,288.0,595626624.0,0.0067,57275.0,5.956266,0.035396,5.282985,0.0399069822,210830400
alexnet_permute_conv2d_1_0654231,4,1,1,227,227,3,11,11,3,96,1,55,55,96,0,6,4,5,3,2,1,1,227,227,1,11,11,1,1,1,55,55,1,288.0,595626624.0,0.00666,57170.0,5.956266,0.035396,5.314715,0.03966873156,210830400
alexnet_permute_conv2d_1_0654312,4,1,1,227,227,3,11,11,3,96,1,55,55,96,0,5,6,4,3,2,1,1,227,227,1,11,11,1,1,1,55,55,1,288.0,595626624.0,0.00651,55243.0,5.956266,0.035396,5.437174,0.03877529166,210830400
alexnet_permute_conv2d_1_0654321,4,1,1,227,227,3,11,11,3,96,1,55,55,96,0,6,5,4,3,2,1,1,227,227,1,11,11,1,1,1,55,55,1,288.0,595626624.0,0.00649,56802.0,5.956266,0.035396,5.453929,0.03865616634,210830400
alexnet_permute_conv2d_2_0123456,1,1,1,31,31,96,5,5,96,256,1,27,27,256,0,1,2,3,4,5,6,1,31,31,32,5,5,32,1,1,27,27,1,768.0,2347358208.0,0.0132,115534.0,23.473582,0.038162,2.891061,0.3098512824,895795200
alexnet_permute_conv2d_2_0123465,1,1,1,31,31,96,5,5,96,256,1,27,27,256,0,1,2,3,4,6,5,1,31,31,32,5,5,32,1,1,27,27,1,768.0,1896661248.0,0.0126,112521.0,18.966612,0.04723,3.748413,0.2389793112,895795200
alexnet_permute_conv2d_2_0123546,1,1,1,31,31,96,5,5,96,256,1,27,27,256,0,1,2,3,5,4,6,1,31,31,32,5,5,32,1,1,27,27,1,768.0,2347358208.0,0.0146,127437.0,23.473582,0.038162,2.613836,0.3427142972,895795200
alexnet_permute_conv2d_2_0123564,1,1,1,31,31,96,5,5,96,256,1,27,27,256,0,1,2,3,6,4,5,1,31,31,32,5,5,32,1,1,27,27,1,768.0,1896661248.0,0.0126,112424.0,18.966612,0.04723,3.748413,0.2389793112,895795200
alexnet_permute_conv2d_2_0123645,1,1,1,31,31,96,5,5,96,256,1,27,27,256,0,1,2,3,5,6,4,1,31,31,32,5,5,32,1,1,27,27,1,768.0,1893861888.0,0.0158,145333.0,18.938619,0.0473,2.993671,0.2992301802,895795200
alexnet_permute_conv2d_2_0123654,1,1,1,31,31,96,5,5,96,256,1,27,27,256,0,1,2,3,6,5,4,1,31,31,32,5,5,32,1,1,27,27,1,768.0,1893861888.0,0.0161,146152.0,18.938619,0.0473,2.937888,0.3049117659,895795200
alexnet_permute_conv2d_2_0132456,1,1,1,31,31,96,5,5,96,256,1,27,27,256,0,1,3,2,4,5,6,1,31,31,32,5,5,32,1,1,27,27,1,768.0,2347358208.0,0.0131,114817.0,23.473582,0.038162,2.91313,0.3075039242,895795200
alexnet_permute_conv2d_2_0132465,1,1,1,31,31,96,5,5,96,256,1,27,27,256,0,1,3,2,4,6,5,1,31,31,32,5,5,32,1,1,27,27,1,768.0,1896661248.0,0.0125,112030.0,18.966612,0.04723,3.7784,0.23708265,895795200
alexnet_permute_conv2d_2_0132546,1,1,1,31,31,96,5,5,96,256,1,27,27,256,0,1,3,2,5,4,6,1,31,31,32,5,5,32,1,1,27,27,1,768.0,2347358208.0,0.0146,127309.0,23.473582,0.038162,2.613836,0.3427142972,895795200
alexnet_permute_conv2d_2_0132564,1,1,1,31,31,96,5,5,96,256,1,27,27,256,0,1,3,2,6,4,5,1,31,31,32,5,5,32,1,1,27,27,1,768.0,1896661248.0,0.0126,112879.0,18.966612,0.04723,3.748413,0.2389793112,895795200
alexnet_permute_conv2d_2_0132645,1,1,1,31,31,96,5,5,96,256,1,27,27,256,0,1,3,2,5,6,4,1,31,31,32,5,5,32,1,1,27,27,1,768.0,1893861888.0,0.0159,144653.0,18.938619,0.0473,2.974843,0.3011240421,895795200
alexnet_permute_conv2d_2_0132654,1,1,1,31,31,96,5,5,96,256,1,27,27,256,0,1,3,2,6,5,4,1,31,31,32,5,5,32,1,1,27,27,1,768.0,1893861888.0,0.0174,146769.0,18.938619,0.0473,2.718391,0.3295319706,895795200
alexnet_permute_conv2d_2_0213456,1,1,1,31,31,96,5,5,96,256,1,27,27,256,0,2,1,3,4,5,6,1,31,31,32,5,5,32,1,1,27,27,1,768.0,2347358208.0,0.013,114817.0,23.473582,0.038162,2.935538,0.305156566,895795200
alexnet_permute_conv2d_2_0213465,1,1,1,31,31,96,5,5,96,256,1,27,27,256,0,2,1,3,4,6,5,1,31,31,32,5,5,32,1,1,27,27,1,768.0,1896661248.0,0.0125,112320.0,18.966612,0.04723,3.7784,0.23708265,895795200
alexnet_permute_conv2d_2_0213546,1,1,1,31,31,96,5,5,96,256,1,27,27,256,0,2,1,3,5,4,6,1,31,31,32,5,5,32,1,1,27,27,1,768.0,2347358208.0,0.0144,127459.0,23.473582,0.038162,2.650139,0.3380195808,895795200
alexnet_permute_conv2d_2_0213564,1,1,1,31,31,96,5,5,96,256,1,27,27,256,0,2,1,3,6,4,5,1,31,31,32,5,5,32,1,1,27,27,1,768.0,1896661248.0,0.0125,111997.0,18.966612,0.04723,3.7784,0.23708265,895795200
alexnet_permute_conv2d_2_0213645,1,1,1,31,31,96,5,5,96,256,1,27,27,256,0,2,1,3,5,6,4,1,31,31,32,5,5,32,1,1,27,27,1,768.0,1893861888.0,0.016,144577.0,18.938619,0.0473,2.95625,0.303017904,895795200
alexnet_permute_conv2d_2_0213654,1,1,1,31,31,96,5,5,96,256,1,27,27,256,0,2,1,3,6,5,4,1,31,31,32,5,5,32,1,1,27,27,1,768.0,1893861888.0,0.016,145330.0,18.938619,0.0473,2.95625,0.303017904,895795200
alexnet_permute_conv2d_2_0231456,1,1,1,31,31,96,5,5,96,256,1,27,27,256,0,3,1,2,4,5,6,1,31,31,32,5,5,32,1,1,27,27,1,768.0,2347358208.0,0.0132,116125.0,23.473582,0.038162,2.891061,0.3098512824,895795200
alexnet_permute_conv2d_2_0231465,1,1,1,31,31,96,5,5,96,256,1,27,27,256,0,3,1,2,4,6,5,1,31,31,32,5,5,32,1,1,27,27,1,768.0,1896661248.0,0.0125,112272.0,18.966612,0.04723,3.7784,0.23708265,895795200
alexnet_permute_conv2d_2_0231546,1,1,1,31,31,96,5,5,96,256,1,27,27,256,0,3,1,2,5,4,6,1,31,31,32,5,5,32,1,1,27,27,1,768.0,2347358208.0,0.0146,127700.0,23.473582,0.038162,2.613836,0.3427142972,895795200
alexnet_permute_conv2d_2_0231564,1,1,1,31,31,96,5,5,96,256,1,27,27,256,0,3,1,2,6,4,5,1,31,31,32,5,5,32,1,1,27,27,1,768.0,1896661248.0,0.0125,112055.0,18.966612,0.04723,3.7784,0.23708265,895795200
alexnet_permute_conv2d_2_0231645,1,1,1,31,31,96,5,5,96,256,1,27,27,256,0,3,1,2,5,6,4,1,31,31,32,5,5,32,1,1,27,27,1,768.0,1893861888.0,0.0159,145212.0,18.938619,0.0473,2.974843,0.3011240421,895795200
alexnet_permute_conv2d_2_0231654,1,1,1,31,31,96,5,5,96,256,1,27,27,256,0,3,1,2,6,5,4,1,31,31,32,5,5,32,1,1,27,27,1,768.0,1893861888.0,0.0158,144677.0,18.938619,0.0473,2.993671,0.2992301802,895795200
alexnet_permute_conv2d_2_0312456,1,1,1,31,31,96,5,5,96,256,1,27,27,256,0,2,3,1,4,5,6,1,31,31,32,5,5,32,1,1,27,27,1,768.0,2347358208.0,0.0133,116422.0,23.473582,0.038162,2.869323,0.3121986406,895795200
alexnet_permute_conv2d_2_0312465,1,1,1,31,31,96,5,5,96,256,1,27,27,256,0,2,3,1,4,6,5,1,31,31,32,5,5,32,1,1,27,27,1,768.0,1896661248.0,0.0126,112425.0,18.966612,0.04723,3.748413,0.2389793112,895795200
alexnet_permute_conv2d_2_0312546,1,1,1,31,31,96,5,5,96,256,1,27,27,256,0,2,3,1,5,4,6,1,31,31,32,5,5,32,1,1,27,27,1,768.0,2347358208.0,0.0146,127323.0,23.473582,0.038162,2.613836,0.3427142972,895795200
alexnet_permute_conv2d_2_0312564,1,1,1,31,31,96,5,5,96,256,1,27,27,256,0,2,3,1,6,4,5,1,31,31,32,5,5,32,1,1,27,27,1,768.0,1896661248.0,0.0127,112793.0,18.966612,0.04723,3.718898,0.2408759724,895795200
alexnet_permute_conv2d_2_0312645,1,1,1,31,31,96,5,5,96,256,1,27,27,256,0,2,3,1,5,6,4,1,31,31,32,5,5,32,1,1,27,27,1,768.0,1893861888.0,0.0158,144063.0,18.938619,0.0473,2.993671,0.2992301802,895795200
alexnet_permute_conv2d_2_0312654,1,1,1,31,31,96,5,5,96,256,1,27,27,256,0,2,3,1,6,5,4,1,31,31,32,5,5,32,1,1,27,27,1,768.0,1893861888.0,0.0159,144630.0,18.938619,0.0473,2.974843,0.3011240421,895795200
alexnet_permute_conv2d_2_0321456,1,1,1,31,31,96,5,5,96,256,1,27,27,256,0,3,2,1,4,5,6,1,31,31,32,5,5,32,1,1,27,27,1,768.0,2347358208.0,0.0132,116059.0,23.473582,0.038162,2.891061,0.3098512824,895795200
alexnet_permute_conv2d_2_0321465,1,1,1,31,31,96,5,5,96,256,1,27,27,256,0,3,2,1,4,6,5,1,31,31,32,5,5,32,1,1,27,27,1,768.0,1896661248.0,0.0125,112272.0,18.966612,0.04723,3.7784,0.23708265,895795200
alexnet_permute_conv2d_2_0321546,1,1,1,31,31,96,5,5,96,256,1,27,27,256,0,3,2,1,5,4,6,1,31,31,32,5,5,32,1,1,27,27,1,768.0,2347358208.0,0.0146,128436.0,23.473582,0.038162,2.613836,0.3427142972,895795200
alexnet_permute_conv2d_2_0321564,1,1,1,31,31,96,5,5,96,256,1,27,27,256,0,3,2,1,6,4,5,1,31,31,32,5,5,32,1,1,27,27,1,768.0,1896661248.0,0.0125,112054.0,18.966612,0.04723,3.7784,0.23708265,895795200
alexnet_permute_conv2d_2_0321645,1,1,1,31,31,96,5,5,96,256,1,27,27,256,0,3,2,1,5,6,4,1,31,31,32,5,5,32,1,1,27,27,1,768.0,1893861888.0,0.0159,144559.0,18.938619,0.0473,2.974843,0.3011240421,895795200
alexnet_permute_conv2d_2_0321654,1,1,1,31,31,96,5,5,96,256,1,27,27,256,0,3,2,1,6,5,4,1,31,31,32,5,5,32,1,1,27,27,1,768.0,1893861888.0,0.0161,146164.0,18.938619,0.0473,2.937888,0.3049117659,895795200
alexnet_permute_conv2d_2_0456123,1,1,1,31,31,96,5,5,96,256,1,27,27,256,0,4,5,6,1,2,3,1,31,31,32,5,5,32,1,1,27,27,1,768.0,2357954304.0,0.0133,114968.0,23.579543,0.03799,2.856391,0.3136079219,895795200
alexnet_permute_conv2d_2_0456132,1,1,1,31,31,96,5,5,96,256,1,27,27,256,0,4,6,5,1,2,3,1,31,31,32,5,5,32,1,1,27,27,1,768.0,2357954304.0,0.0138,115745.0,23.579543,0.03799,2.752899,0.3253976934,895795200
alexnet_permute_conv2d_2_0456213,1,1,1,31,31,96,5,5,96,256,1,27,27,256,0,5,4,6,1,2,3,1,31,31,32,5,5,32,1,1,27,27,1,768.0,2357954304.0,0.0137,116176.0,23.579543,0.03799,2.772993,0.3230397391,895795200
alexnet_permute_conv2d_2_0456231,1,1,1,31,31,96,5,5,96,256,1,27,27,256,0,6,4,5,1,2,3,1,31,31,32,5,5,32,1,1,27,27,1,768.0,2357954304.0,0.0138,115712.0,23.579543,0.03799,2.752899,0.3253976934,895795200
alexnet_permute_conv2d_2_0456312,1,1,1,31,31,96,5,5,96,256,1,27,27,256,0,5,6,4,1,2,3,1,31,31,32,5,5,32,1,1,27,27,1,768.0,2357954304.0,0.0134,115800.0,23.579543,0.03799,2.835075,0.3159658762,895795200
alexnet_permute_conv2d_2_0456321,1,1,1,31,31,96,5,5,96,256,1,27,27,256,0,6,5,4,1,2,3,1,31,31,32,5,5,32,1,1,27,27,1,768.0,2357954304.0,0.0136,114921.0,23.579543,0.03799,2.793382,0.3206817848,895795200
alexnet_permute_conv2d_2_0465123,1,1,1,31,31,96,5,5,96,256,1,27,27,256,0,4,5,6,1,3,2,1,31,31,32,5,5,32,1,1,27,27,1,768.0,2805832704.0,0.0247,137962.0,28.058327,0.031926,1.292551,0.6930406769,895795200
alexnet_permute_conv2d_2_0465132,1,1,1,31,31,96,5,5,96,256,1,27,27,256,0,4,6,5,1,3,2,1,31,31,32,5,5,32,1,1,27,27,1,768.0,2805832704.0,0.0218,137744.0,28.058327,0.031926,1.464495,0.6116715286,895795200
alexnet_permute_conv2d_2_0465213,1,1,1,31,31,96,5,5,96,256,1,27,27,256,0,5,4,6,1,3,2,1,31,31,32,5,5,32,1,1,27,27,1,768.0,2805832704.0,0.0246,141119.0,28.058327,0.031926,1.297805,0.6902348442,895795200
alexnet_permute_conv2d_2_0465231,1,1,1,31,31,96,5,5,96,256,1,27,27,256,0,6,4,5,1,3,2,1,31,31,32,5,5,32,1,1,27,27,1,768.0,2805832704.0,0.0212,140613.0,28.058327,0.031926,1.505943,0.5948365324,895795200
alexnet_permute_conv2d_2_0465312,1,1,1,31,31,96,5,5,96,256,1,27,27,256,0,5,6,4,1,3,2,1,31,31,32,5,5,32,1,1,27,27,1,768.0,2805832704.0,0.0224,136917.0,28.058327,0.031926,1.425268,0.6285065248,895795200
alexnet_permute_conv2d_2_0465321,1,1,1,31,31,96,5,5,96,256,1,27,27,256,0,6,5,4,1,3,2,1,31,31,32,5,5,32,1,1,27,27,1,768.0,2805832704.0,0.0212,141636.0,28.058327,0.031926,1.505943,0.5948365324,895795200
alexnet_permute_conv2d_2_0546123,1,1,1,31,31,96,5,5,96,256,1,27,27,256,0,4,5,6,2,1,3,1,31,31,32,5,5,32,1,1,27,27,1,768.0,2357954304.0,0.0137,115533.0,23.579543,0.03799,2.772993,0.3230397391,895795200
alexnet_permute_conv2d_2_0546132,1,1,1,31,31,96,5,5,96,256,1,27,27,256,0,4,6,5,2,1,3,1,31,31,32,5,5,32,1,1,27,27,1,768.0,2357954304.0,0.0136,115513.0,23.579543,0.03799,2.793382,0.3206817848,895795200
alexnet_permute_conv2d_2_0546213,1,1,1,31,31,96,5,5,96,256,1,27,27,256,0,5,4,6,2,1,3,1,31,31,32,5,5,32,1,1,27,27,1,768.0,2357954304.0,0.0136,114937.0,23.579543,0.03799,2.793382,0.3206817848,895795200
alexnet_permute_conv2d_2_0546231,1,1,1,31,31,96,5,5,96,256,1,27,27,256,0,6,4,5,2,1,3,1,31,31,32,5,5,32,1,1,27,27,1,768.0,2357954304.0,0.0135,115998.0,23.579543,0.03799,2.814074,0.3183238305,895795200
alexnet_permute_conv2d_2_0546312,1,1,1,31,31,96,5,5,96,256,1,27,27,256,0,5,6,4,2,1,3,1,31,31,32,5,5,32,1,1,27,27,1,768.0,2357954304.0,0.0135,115475.0,23.579543,0.03799,2.814074,0.3183238305,895795200
alexnet_permute_conv2d_2_0546321,1,1,1,31,31,96,5,5,96,256,1,27,27,256,0,6,5,4,2,1,3,1,31,31,32,5,5,32,1,1,27,27,1,768.0,2357954304.0,0.0135,115404.0,23.579543,0.03799,2.814074,0.3183238305,895795200
alexnet_permute_conv2d_2_0564123,1,1,1,31,31,96,5,5,96,256,1,27,27,256,0,4,5,6,3,1,2,1,31,31,32,5,5,32,1,1,27,27,1,768.0,2805832704.0,0.0232,136382.0,28.058327,0.031926,1.376121,0.6509531864,895795200
alexnet_permute_conv2d_2_0564132,1,1,1,31,31,96,5,5,96,256,1,27,27,256,0,4,6,5,3,1,2,1,31,31,32,5,5,32,1,1,27,27,1,768.0,2805832704.0,0.0237,137270.0,28.058327,0.031926,1.347089,0.6649823499,895795200
alexnet_permute_conv2d_2_0564213,1,1,1,31,31,96,5,5,96,256,1,27,27,256,0,5,4,6,3,1,2,1,31,31,32,5,5,32,1,1,27,27,1,768.0,2805832704.0,0.0225,140431.0,28.058327,0.031926,1.418933,0.6313123575,895795200
alexnet_permute_conv2d_2_0564231,1,1,1,31,31,96,5,5,96,256,1,27,27,256,0,6,4,5,3,1,2,1,31,31,32,5,5,32,1,1,27,27,1,768.0,2805832704.0,0.0245,140227.0,28.058327,0.031926,1.303102,0.6874290115,895795200
alexnet_permute_conv2d_2_0564312,1,1,1,31,31,96,5,5,96,256,1,27,27,256,0,5,6,4,3,1,2,1,31,31,32,5,5,32,1,1,27,27,1,768.0,2805832704.0,0.0234,136272.0,28.058327,0.031926,1.364359,0.6565648518,895795200
alexnet_permute_conv2d_2_0564321,1,1,1,31,31,96,5,5,96,256,1,27,27,256,0,6,5,4,3,1,2,1,31,31,32,5,5,32,1,1,27,27,1,768.0,2805832704.0,0.0243,140286.0,28.058327,0.031926,1.313827,0.6818173461,895795200
alexnet_permute_conv2d_2_0645123,1,1,1,31,31,96,5,5,96,256,1,27,27,256,0,4,5,6,2,3,1,1,31,31,32,5,5,32,1,1,27,27,1,768.0,2805853440.0,0.0225,136900.0,28.058534,0.031926,1.418933,0.631317015,895795200
alexnet_permute_conv2d_2_0645132,1,1,1,31,31,96,5,5,96,256,1,27,27,256,0,4,6,5,2,3,1,1,31,31,32,5,5,32,1,1,27,27,1,768.0,2805853440.0,0.0241,137255.0,28.058534,0.031926,1.32473,0.6762106694,895795200
alexnet_permute_conv2d_2_0645213,1,1,1,31,31,96,5,5,96,256,1,27,27,256,0,5,4,6,2,3,1,1,31,31,32,5,5,32,1,1,27,27,1,768.0,2805853440.0,0.0227,141650.0,28.058534,0.031926,1.406432,0.6369287218,895795200
alexnet_permute_conv2d_2_0645231,1,1,1,31,31,96,5,5,96,256,1,27,27,256,0,6,4,5,2,3,1,1,31,31,32,5,5,32,1,1,27,27,1,768.0,2805853440.0,0.0248,141847.0,28.058534,0.031926,1.287339,0.6958516432,895795200
alexnet_permute_conv2d_2_0645312,1,1,1,31,31,96,5,5,96,256,1,27,27,256,0,5,6,4,2,3,1,1,31,31,32,5,5,32,1,1,27,27,1,768.0,2805853440.0,0.0218,136850.0,28.058534,0.031926,1.464495,0.6116760412,895795200
alexnet_permute_conv2d_2_0645321,1,1,1,31,31,96,5,5,96,256,1,27,27,256,0,6,5,4,2,3,1,1,31,31,32,5,5,32,1,1,27,27,1,768.0,2805853440.0,0.024,141193.0,28.058534,0.031926,1.33025,0.673404816,895795200
alexnet_permute_conv2d_2_0654123,1,1,1,31,31,96,5,5,96,256,1,27,27,256,0,4,5,6,3,2,1,1,31,31,32,5,5,32,1,1,27,27,1,768.0,2805853440.0,0.0221,137290.0,28.058534,0.031926,1.444615,0.6200936014,895795200
alexnet_permute_conv2d_2_0654132,1,1,1,31,31,96,5,5,96,256,1,27,27,256,0,4,6,5,3,2,1,1,31,31,32,5,5,32,1,1,27,27,1,768.0,2805853440.0,0.0214,137299.0,28.058534,0.031926,1.491869,0.6004526276,895795200
alexnet_permute_conv2d_2_0654213,1,1,1,31,31,96,5,5,96,256,1,27,27,256,0,5,4,6,3,2,1,1,31,31,32,5,5,32,1,1,27,27,1,768.0,2805853440.0,0.0209,139717.0,28.058534,0.031926,1.52756,0.5864233606,895795200
alexnet_permute_conv2d_2_0654231,1,1,1,31,31,96,5,5,96,256,1,27,27,256,0,6,4,5,3,2,1,1,31,31,32,5,5,32,1,1,27,27,1,768.0,2805853440.0,0.0234,139719.0,28.058534,0.031926,1.364359,0.6565696956,895795200
alexnet_permute_conv2d_2_0654312,1,1,1,31,31,96,5,5,96,256,1,27,27,256,0,5,6,4,3,2,1,1,31,31,32,5,5,32,1,1,27,27,1,768.0,2805853440.0,0.0225,136645.0,28.058534,0.031926,1.418933,0.631317015,895795200
alexnet_permute_conv2d_2_0654321,1,1,1,31,31,96,5,5,96,256,1,27,27,256,0,6,5,4,3,2,1,1,31,31,32,5,5,32,1,1,27,27,1,768.0,2805853440.0,0.0241,139110.0,28.058534,0.031926,1.32473,0.6762106694,895795200
alexnet_permute_conv2d_3_0123456,1,1,1,15,15,256,3,3,256,384,1,13,13,384,0,1,2,3,4,5,6,1,15,15,128,3,3,128,1,1,13,13,1,768.0,841064448.0,0.0123,109121.0,8.410644,0.035555,2.89065,0.1034509212,299040768
alexnet_permute_conv2d_3_0123465,1,1,1,15,15,256,3,3,256,384,1,13,13,384,0,1,2,3,4,6,5,1,15,15,128,3,3,128,1,1,13,13,1,768.0,691414272.0,0.0114,103105.0,6.914143,0.043251,3.793947,0.0788212302,299040768
alexnet_permute_conv2d_3_0123546,1,1,1,15,15,256,3,3,256,384,1,13,13,384,0,1,2,3,5,4,6,1,15,15,128,3,3,128,1,1,13,13,1,768.0,841064448.0,0.0122,108384.0,8.410644,0.035555,2.914344,0.1026098568,299040768
alexnet_permute_conv2d_3_0123564,1,1,1,15,15,256,3,3,256,384,1,13,13,384,0,1,2,3,6,4,5,1,15,15,128,3,3,128,1,1,13,13,1,768.0,691414272.0,0.0115,103378.0,6.914143,0.043251,3.760957,0.0795126445,299040768
alexnet_permute_conv2d_3_0123645,1,1,1,15,15,256,3,3,256,384,1,13,13,384,0,1,2,3,5,6,4,1,15,15,128,3,3,128,1,1,13,13,1,768.0,691414272.0,0.0107,98348.0,6.914143,0.043251,4.04215,0.0739813301,299040768
alexnet_permute_conv2d_3_0123654,1,1,1,15,15,256,3,3,256,384,1,13,13,384,0,1,2,3,6,5,4,1,15,15,128,3,3,128,1,1,13,13,1,768.0,691414272.0,0.0117,99618.0,6.914143,0.043251,3.696667,0.0808954731,299040768
alexnet_permute_conv2d_3_0132456,1,1,1,15,15,256,3,3,256,384,1,13,13,384,0,1,3,2,4,5,6,1,15,15,128,3,3,128,1,1,13,13,1,768.0,841065984.0,0.0127,108359.0,8.41066,0.035555,2.799606,0.106815382,299040768
alexnet_permute_conv2d_3_0132465,1,1,1,15,15,256,3,3,256,384,1,13,13,384,0,1,3,2,4,6,5,1,15,15,128,3,3,128,1,1,13,13,1,768.0,691415808.0,0.0113,103350.0,6.914158,0.04325,3.827434,0.0781299854,299040768
alexnet_permute_conv2d_3_0132546,1,1,1,15,15,256,3,3,256,384,1,13,13,384,0,1,3,2,5,4,6,1,15,15,128,3,3,128,1,1,13,13,1,768.0,841065984.0,0.0128,109104.0,8.41066,0.035555,2.777734,0.107656448,299040768
alexnet_permute_conv2d_3_0132564,1,1,1,15,15,256,3,3,256,384,1,13,13,384,0,1,3,2,6,4,5,1,15,15,128,3,3,128,1,1,13,13,1,768.0,691415808.0,0.0114,103735.0,6.914158,0.04325,3.79386,0.0788214012,299040768
alexnet_permute_conv2d_3_0132645,1,1,1,15,15,256,3,3,256,384,1,13,13,384,0,1,3,2,5,6,4,1,15,15,128,3,3,128,1,1,13,13,1,768.0,691414272.0,0.0108,99211.0,6.914143,0.043251,4.004722,0.0746727444,299040768
alexnet_permute_conv2d_3_0132654,1,1,1,15,15,256,3,3,256,384,1,13,13,384,0,1,3,2,6,5,4,1,15,15,128,3,3,128,1,1,13,13,1,768.0,691414272.0,0.0109,99914.0,6.914143,0.043251,3.967982,0.0753641587,299040768
alexnet_permute_conv2d_3_0213456,1,1,1,15,15,256,3,3,256,384,1,13,13,384,0,2,1,3,4,5,6,1,15,15,128,3,3,128,1,1,13,13,1,768.0,841195776.0,0.0127,108708.0,8.411958,0.035549,2.799134,0.1068318666,299040768
alexnet_permute_conv2d_3_0213465,1,1,1,15,15,256,3,3,256,384,1,13,13,384,0,2,1,3,4,6,5,1,15,15,128,3,3,128,1,1,13,13,1,768.0,691545600.0,0.0114,103967.0,6.915456,0.043242,3.793158,0.0788361984,299040768
alexnet_permute_conv2d_3_0213546,1,1,1,15,15,256,3,3,256,384,1,13,13,384,0,2,1,3,5,4,6,1,15,15,128,3,3,128,1,1,13,13,1,768.0,841195776.0,0.013,108921.0,8.411958,0.035549,2.734538,0.109355454,299040768
alexnet_permute_conv2d_3_0213564,1,1,1,15,15,256,3,3,256,384,1,13,13,384,0,2,1,3,6,4,5,1,15,15,128,3,3,128,1,1,13,13,1,768.0,691415808.0,0.0113,103958.0,6.914158,0.04325,3.827434,0.0781299854,299040768
alexnet_permute_conv2d_3_0213645,1,1,1,15,15,256,3,3,256,384,1,13,13,384,0,2,1,3,5,6,4,1,15,15,128,3,3,128,1,1,13,13,1,768.0,691415808.0,0.0107,98419.0,6.914158,0.04325,4.042056,0.0739814906,299040768
